ID,celkova_delka,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
571,11741.25,0,0,1459.88,5869.54,3300.4,969.25,142.19,0,0,0,0
572,10243.24,131.66,0,0,324.59,8299.14,1352.02,135.84,0,0,0,0
573,1815.01,0,0,0,941.71,556.52,205.45,111.34,0,0,0,0
574,12338.27,0,0,1964.6,7744.87,2628.8,0,0,0,0,0,0
575,7120.89,0,0,0,0,0,3161.71,3584.2,374.98,0,0,0
576,7428.32,0,0,855.57,5816.73,604.77,151.25,0,0,0,0,0
577,34400.0,0,4570.85,15608.29,10211.48,3420.26,390.47,198.66,0,0,0,0
578,16399.47,1754.66,0,0,5877.84,4010.53,3996.61,759.83,0,0,0,0
579,368.35,368.35,0,0,0,0,0,0,0,0,0,0
580,17544.79,6535.16,0,0,3250.66,4443.43,3132.65,116.71,66.17,0,0,0
581,15433.57,3181.72,0,0,0,4489.65,4519.68,3010.41,232.11,0,0,0
582,11929.59,0,0,5760.46,5854.29,314.85,0,0,0,0,0,0
583,11518.87,0,0,0,0,2125.65,5634.54,3639.88,118.81,0,0,0
584,14016.48,0,0,0,0,0,3998.94,5983.44,3660.38,373.72,0,0
585,10937.9,0,0,0,0,2834.16,3520.21,2667.75,1530.37,385.4,0,0
586,9621.06,0,0,5123.08,867.32,3630.65,0,0,0,0,0,0
587,4488.61,0,0,4488.61,0,0,0,0,0,0,0,0
588,6505.18,0,0,3976.18,958.85,1110.77,459.38,0,0,0,0,0
589,10237.52,0,0,2760.8,7052.74,423.98,0,0,0,0,0,0
590,12508.04,0,0,4417.86,6714.05,1376.13,0,0,0,0,0,0
591,11858.32,0,2419.95,5477.93,3688.77,271.66,0,0,0,0,0,0
592,23779.58,910.93,1102.89,7475.28,12211.13,2079.36,0,0,0,0,0,0
593,23392.86,3236.61,0,6350.64,7205.54,5630.0,630.02,340.06,0,0,0,0
594,23082.31,0,0,4294.9,13753.09,4549.19,485.13,0,0,0,0,0
595,20027.2,0,0,0,0,4491.16,8363.48,6517.69,654.86,0,0,0
596,18257.41,0,0,0,5261.19,6136.58,5206.89,1543.02,109.73,0,0,0
597,19223.81,18865.5,0,0,0,358.32,0,0,0,0,0,0
598,13138.8,2627.07,0,0,3261.46,5898.93,1351.33,0,0,0,0,0
599,10458.56,10458.56,0,0,0,0,0,0,0,0,0,0
600,3310.54,3310.54,0,0,0,0,0,0,0,0,0,0
601,13934.22,13934.22,0,0,0,0,0,0,0,0,0,0
602,11959.78,11959.78,0,0,0,0,0,0,0,0,0,0
603,6575.1,281.63,0,0,1153.04,1347.87,1177.97,2614.59,0,0,0,0
604,11035.7,45.99,0,5256.7,4394.17,573.2,310.8,353.3,101.55,0,0,0
605,7390.38,0,0,5460.31,1857.82,72.25,0,0,0,0,0,0
606,12760.85,0,0,4228.57,5701.35,2398.29,432.65,0,0,0,0,0
607,0.0,0,0,0,0,0,0,0,0,0,0,0
608,6573.69,0,0,0,4289.69,2284.0,0,0,0,0,0,0
609,2878.61,0,0,0,2526.5,239.33,112.77,0,0,0,0,0
610,17276.4,0,4214.45,7585.81,5055.91,420.22,0,0,0,0,0,0
611,18108.24,18108.24,0,0,0,0,0,0,0,0,0,0
612,4037.89,4037.89,0,0,0,0,0,0,0,0,0,0
613,0.0,0,0,0,0,0,0,0,0,0,0,0
614,12020.99,0,0,0,0,7712.12,2808.67,1448.13,52.07,0,0,0
615,14427.22,0,0,0,6589.16,3955.0,2216.58,1482.29,184.18,0,0,0
616,13478.11,0,0,0,4651.41,6420.39,1876.54,423.69,106.07,0,0,0
617,17168.47,0,0,5873.3,8588.95,2706.22,0,0,0,0,0,0
618,19158.75,0,293.65,8689.79,6689.17,2792.81,693.33,0,0,0,0,0
619,15397.25,15397.25,0,0,0,0,0,0,0,0,0,0
620,5622.94,5622.95,0,0,0,0,0,0,0,0,0,0
621,20179.18,0,0,0,7442.8,9737.47,2833.41,165.5,0,0,0,0
622,17432.07,0,0,0,174.42,7108.03,6082.83,3795.54,271.25,0,0,0
623,21847.44,0,0,0,4968.73,8587.56,6650.01,1641.14,0,0,0,0
624,5412.03,0,0,0,4429.7,982.33,0,0,0,0,0,0
625,8129.58,78.09,0,0,4836.74,3214.75,0,0,0,0,0,0
626,7146.54,0,0,1133.92,4889.12,1123.5,0,0,0,0,0,0
627,7123.46,0,0,4044.15,209.53,2869.78,0,0,0,0,0,0
628,19352.94,0,0,0,8860.03,8896.22,1596.69,0,0,0,0,0
629,1361.97,0,0,0,0,1361.97,0,0,0,0,0,0
630,0.0,0,0,0,0,0,0,0,0,0,0,0
631,1958.48,0,0,0,0,0,0,1926.58,31.9,0,0,0
632,3700.47,0,0,0,0,0,1531.06,1654.59,514.82,0,0,0
633,2874.59,0,0,0,0,1930.75,814.52,129.32,0,0,0,0
634,0.0,0,0,0,0,0,0,0,0,0,0,0
635,6808.04,0,0,4880.07,1175.49,752.48,0,0,0,0,0,0
636,13320.83,139.09,0,8408.87,4404.31,368.54,0,0,0,0,0,0
637,17890.92,0,4561.88,8142.47,5186.56,0,0,0,0,0,0,0
638,12974.71,0,0,1242.75,5345.36,3825.09,2188.36,373.14,0,0,0,0
639,418.72,0,0,418.72,0,0,0,0,0,0,0,0
640,9457.17,0,0,5050.4,4077.98,328.78,0,0,0,0,0,0
641,6130.83,0,0,4539.97,1175.21,415.65,0,0,0,0,0,0
642,2387.53,0,0,1902.35,485.18,0,0,0,0,0,0,0
643,10908.61,0,0,0,2831.62,6185.24,1891.74,0,0,0,0,0
644,14060.72,0,3386.21,5398.08,3719.27,1387.29,169.87,0,0,0,0,0
645,26002.92,0,0,2196.74,5400.83,10129.24,4691.75,2673.46,910.88,0,0,0
646,9023.22,0,0,0,2053.17,5992.16,977.88,0,0,0,0,0
647,19755.61,19755.61,0,0,0,0,0,0,0,0,0,0
648,1584.69,1584.69,0,0,0,0,0,0,0,0,0,0
649,8146.2,8146.2,0,0,0,0,0,0,0,0,0,0
650,2032.4,185.52,0,0,0,352.76,1452.91,41.21,0,0,0,0
651,21700.33,0,0,0,1182.05,6080.0,9202.83,4088.8,1116.16,30.49,0,0
652,13496.4,0,0,2315.21,6088.43,4525.04,567.72,0,0,0,0,0
653,7347.12,0,0,3658.19,3316.52,372.41,0,0,0,0,0,0
654,12629.07,0,0,4762.2,7387.71,479.15,0,0,0,0,0,0
655,20528.58,0,0,8925.23,5910.04,3691.85,2001.47,0,0,0,0,0
656,10095.4,0,0,0,0,6035.41,2663.91,1396.08,0,0,0,0
657,24.63,0,0,0,0,24.63,0,0,0,0,0,0
658,890.74,481.09,0,0,0,106.3,303.35,0,0,0,0,0
659,10834.04,0,4581.18,6123.34,129.52,0,0,0,0,0,0,0
660,2848.36,0,90.61,2420.74,337.01,0,0,0,0,0,0,0
661,7369.9,0,0,5242.63,2127.27,0,0,0,0,0,0,0
662,2394.72,0,0,598.33,1613.31,183.08,0,0,0,0,0,0
663,16565.41,0,0,1481.99,7887.12,7111.79,84.51,0,0,0,0,0
664,14620.71,0,0,0,2144.4,7654.42,4696.35,125.54,0,0,0,0
665,8254.02,0,0,0,3335.61,3507.25,1411.16,0,0,0,0,0
666,23352.32,0,7945.18,10835.47,2743.91,1827.76,0,0,0,0,0,0
667,48409.96,0,0,8921.9,15551.76,19349.6,4104.08,391.09,91.54,0,0,0
668,21421.3,0,0,2956.04,10846.86,5801.92,1347.11,469.37,0,0,0,0
669,0.0,0,0,0,0,0,0,0,0,0,0,0
670,0.0,0,0,0,0,0,0,0,0,0,0,0
671,498.74,498.74,0,0,0,0,0,0,0,0,0,0
672,0.0,0,0,0,0,0,0,0,0,0,0,0
673,0.0,0,0,0,0,0,0,0,0,0,0,0
674,14377.28,0,0,0,4191.89,5459.98,3990.04,421.74,17.17,296.47,0,0
675,20020.72,0,0,0,0,4414.47,6785.73,1451.29,2331.78,4158.96,878.49,0
676,5413.54,62.07,0,1894.3,3139.17,318.0,0,0,0,0,0,0
677,4465.99,0,0,0,4405.11,60.87,0,0,0,0,0,0
678,5649.05,0,0,0,5548.08,63.25,37.72,0,0,0,0,0
679,5906.8,1036.66,0,0,4529.18,340.97,0,0,0,0,0,0
680,6388.34,0,0,0,5012.36,1375.98,0,0,0,0,0,0
681,1551.04,192.1,0,0,765.56,593.38,0,0,0,0,0,0
682,11979.39,0,0,213.89,4967.21,4836.91,1856.39,104.98,0,0,0,0
683,2224.83,0,0,0,2224.83,0,0,0,0,0,0,0
684,0.0,0,0,0,0,0,0,0,0,0,0,0
685,0.0,0,0,0,0,0,0,0,0,0,0,0
686,5670.84,0,0,1121.02,2662.12,1887.71,0,0,0,0,0,0
687,7542.05,0,0,3913.4,3628.65,0,0,0,0,0,0,0
688,6563.81,0,0,0,4422.83,2048.65,92.33,0,0,0,0,0
689,13182.73,0,0,0,3537.98,7593.69,2051.06,0,0,0,0,0
690,15103.92,0,0,3446.85,5186.16,5471.34,999.58,0,0,0,0,0
691,16759.33,0,0,0,5896.14,8509.4,2353.79,0,0,0,0,0
692,7702.63,0,0,472.34,1512.82,4412.86,1254.5,50.1,0,0,0,0
693,12243.81,0,4057.85,5668.28,2149.66,368.02,0,0,0,0,0,0
694,12652.63,0,4305.59,7123.81,1149.19,74.04,0,0,0,0,0,0
695,21008.6,0,0,7070.48,9532.4,3891.89,513.83,0,0,0,0,0
696,21892.04,138.73,0,285.79,7652.08,10806.08,2738.19,271.17,0,0,0,0
697,6607.44,6607.44,0,0,0,0,0,0,0,0,0,0
698,11384.42,94.98,0,0,0,1405.82,0,0,1350.6,4212.29,3742.5,578.23
699,25406.18,3179.64,0,0,0,0,0,2574.18,4068.4,7262.64,3703.07,4618.25
700,22516.55,16643.06,0,0,0,0,0,0,0,0,2013.79,3859.71
701,42945.41,8259.88,0,0,1214.94,1318.16,1124.72,585.71,441.67,3374.62,13274.37,13351.35
702,34785.8,0,0,0,0,4921.38,5770.11,6759.11,7740.42,6464.46,2991.61,138.73
703,13977.84,0,0,0,5905.21,6441.55,790.32,62.03,583.59,195.15,0,0
704,9483.37,230.18,0,0,5225.99,858.99,0,3168.22,0,0,0,0
705,914.72,0,0,0,0,0,124.91,661.12,128.69,0,0,0
706,8253.71,188.52,0,0,2283.51,5249.8,531.89,0,0,0,0,0
707,3490.08,0,0,0,0,2351.08,1139.0,0,0,0,0,0
708,9053.75,0,0,0,6128.77,2422.75,502.24,0,0,0,0,0
709,10121.01,0,0,0,4451.63,5477.12,192.27,0,0,0,0,0
710,2930.56,0,0,2470.99,303.94,0,155.63,0,0,0,0,0
711,11080.09,0,2724.99,1402.74,4730.13,2077.2,145.04,0,0,0,0,0
712,5874.15,0,4561.95,1312.19,0,0,0,0,0,0,0,0
713,1025.46,0,0,1025.46,0,0,0,0,0,0,0,0
714,0.0,0,0,0,0,0,0,0,0,0,0,0
715,3942.26,0,0,0,3833.39,108.88,0,0,0,0,0,0
716,4114.01,0,0,0,2623.84,1490.18,0,0,0,0,0,0
717,348.07,0,0,0,348.07,0,0,0,0,0,0,0
718,6985.5,0,0,0,0,4154.69,2654.99,175.82,0,0,0,0
719,9816.12,0,0,5563.3,2755.2,1436.83,60.79,0,0,0,0,0
720,18474.44,0,7154.94,10907.44,405.97,6.09,0,0,0,0,0,0
721,19693.57,0,0,1446.06,9538.94,7575.25,1133.31,0,0,0,0,0
722,8372.73,0,0,432.05,2108.45,5062.31,693.35,76.57,0,0,0,0
723,8959.89,8959.89,0,0,0,0,0,0,0,0,0,0
724,3148.28,3148.28,0,0,0,0,0,0,0,0,0,0
725,0.0,0,0,0,0,0,0,0,0,0,0,0
726,3544.92,0,0,0,0,0,0,0,0,226.98,2359.75,958.19
727,2472.11,2472.11,0,0,0,0,0,0,0,0,0,0
728,19873.86,1744.45,0,0,988.13,172.21,616.44,4371.53,5850.35,3269.62,1334.78,1526.36
729,45374.01,0,0,0,2880.03,11281.97,12740.23,14079.14,3397.11,995.53,0,0
730,21013.48,0,0,0,0,345.86,11022.39,9507.52,137.71,0,0,0
731,22770.03,0,0,0,2551.64,5922.54,3579.44,9559.39,1097.82,59.19,0,0
732,12201.11,98.24,0,0,4706.5,3830.4,3020.8,545.18,0,0,0,0
733,10301.18,0,0,0,0,5304.52,3695.96,1135.6,165.09,0,0,0
734,15831.92,0,0,0,2087.57,10434.44,2856.85,453.05,0,0,0,0
735,8499.43,0,0,0,2698.39,4914.22,886.82,0,0,0,0,0
736,17029.46,493.94,0,6030.34,4260.88,5937.73,306.57,0,0,0,0,0
737,4225.82,0,0,3445.41,128.86,651.55,0,0,0,0,0,0
738,10660.56,0,0,4830.76,5706.37,123.42,0,0,0,0,0,0
739,9736.37,0,4044.77,4768.62,922.97,0,0,0,0,0,0,0
740,0.0,0,0,0,0,0,0,0,0,0,0,0
741,15530.47,0,0,0,6504.44,6615.88,2282.29,127.87,0,0,0,0
742,14455.34,0,0,0,1184.78,6514.34,6278.38,477.85,0,0,0,0
743,22261.87,550.15,0,6202.07,12459.25,2866.54,183.85,0,0,0,0,0
744,13200.57,0,0,0,0,9019.1,3934.4,247.07,0,0,0,0
745,17926.64,0,0,0,5761.32,8291.07,3330.88,543.37,0,0,0,0
746,7606.25,0,0,4363.74,1961.59,0,771.66,509.26,0,0,0,0
747,1540.47,1540.47,0,0,0,0,0,0,0,0,0,0
748,17169.15,15858.02,0,0,0,0,0,0,0,2.4,36.29,1272.43
749,58733.99,0,0,0,3699.45,13357.26,17959.05,11663.59,8238.28,3022.42,734.61,59.33
750,23720.38,0,0,0,3469.47,4980.37,10087.12,3522.57,987.18,492.57,181.11,0
751,10676.21,0,0,0,4594.5,5955.41,126.31,0,0,0,0,0
752,2193.92,0,1264.66,929.25,0,0,0,0,0,0,0,0
753,10040.84,0,0,8090.26,1950.59,0,0,0,0,0,0,0
754,10206.62,0,4583.89,4679.78,942.95,0,0,0,0,0,0,0
755,1428.96,0,0,0,904.46,411.32,113.18,0,0,0,0,0
756,0.0,0,0,0,0,0,0,0,0,0,0,0
757,9665.14,26.88,0,3979.02,3177.63,60.68,1815.28,605.64,0,0,0,0
758,11932.06,90.91,0,0,334.17,6740.57,4766.41,0,0,0,0,0
759,16722.97,0,0,0,5172.52,6224.3,3519.81,1455.51,350.82,0,0,0
760,12824.05,0,0,0,337.26,6087.93,5716.39,682.47,0,0,0,0
761,12394.13,0,0,0,1571.9,5893.48,4583.96,332.0,12.78,0,0,0
762,17864.36,0,0,4358.42,6881.29,6208.91,415.74,0,0,0,0,0
763,5856.61,0,0,3780.85,1921.18,154.58,0,0,0,0,0,0
764,10637.87,0,0,0,5844.92,3085.72,1562.18,145.04,0,0,0,0
765,1670.21,1670.21,0,0,0,0,0,0,0,0,0,0
766,9781.89,0,3245.79,5072.46,1463.64,0,0,0,0,0,0,0
767,12430.95,0,4088.82,8342.13,0,0,0,0,0,0,0,0
768,21427.27,0,0,0,0,6080.66,12453.35,2756.35,117.16,19.76,0,0
769,10523.26,0,0,0,0,7051.79,3211.61,259.86,0,0,0,0
770,15345.7,0,0,0,3963.02,8915.37,1599.22,714.98,153.11,0,0,0
771,10588.95,0,0,207.08,739.8,8071.9,1570.17,0,0,0,0,0
772,10976.35,0,0,0,1749.3,5981.58,2009.24,1236.23,0,0,0,0
773,12719.19,52.57,0,0,5911.48,6394.39,360.75,0,0,0,0,0
774,12086.97,0,0,0,2861.73,5285.15,3689.23,250.86,0,0,0,0
775,7245.62,0,0,1954.2,1031.23,3260.06,1000.13,0,0,0,0,0
776,24224.94,0,0,0,2104.63,8257.68,8225.95,5071.67,565.01,0,0,0
777,14058.71,0,0,4437.69,5338.85,3501.03,458.82,322.32,0,0,0,0
778,14925.51,0,0,7216.54,3512.53,1541.59,2654.84,0,0,0,0,0
779,14283.64,381.94,0,5930.74,2675.12,4718.84,577.01,0,0,0,0,0
780,8900.77,0,0,0,0,4247.49,1640.9,1999.4,1012.98,0,0,0
781,15020.17,0,0,0,5430.79,7490.67,2098.71,0,0,0,0,0
782,15171.06,0,0,5383.87,5542.25,3985.8,259.14,0,0,0,0,0
783,17482.19,17482.19,0,0,0,0,0,0,0,0,0,0
784,9469.11,0,0,3747.33,3460.77,2261.02,0,0,0,0,0,0
785,11900.77,0,7005.01,4895.75,0,0,0,0,0,0,0,0
786,23001.75,0,0,5458.29,11599.83,5446.61,497.03,0,0,0,0,0
787,12317.83,0,0,1179.42,3643.1,677.76,4631.21,1801.79,384.56,0,0,0
788,15862.44,0,0,3610.76,8275.12,3105.33,742.21,129.03,0,0,0,0
789,16589.35,0,0,0,3426.01,4612.83,6103.2,2061.78,385.53,0,0,0
790,18440.94,0,0,11988.33,5611.07,822.59,18.95,0,0,0,0,0
791,22513.62,0,0,3379.32,8956.79,9036.35,1141.17,0,0,0,0,0
792,19026.75,0,0,3771.78,12228.01,3026.96,0,0,0,0,0,0
793,6417.46,1074.25,0,0,0,1131.38,3793.14,418.69,0,0,0,0
794,15377.81,0,0,1655.31,8374.81,5220.74,126.95,0,0,0,0,0
795,16870.53,13803.91,0,0,3066.63,0,0,0,0,0,0,0
796,23846.77,23846.77,0,0,0,0,0,0,0,0,0,0
797,15096.41,2410.89,0,0,0,626.22,5379.28,5554.66,1125.35,0,0,0
798,10682.73,0,5920.15,3691.58,1071.01,0,0,0,0,0,0,0
799,14604.37,0,1454.88,10749.39,1857.78,542.32,0,0,0,0,0,0
800,20894.3,202.05,0,2643.07,8406.69,7308.61,2333.88,0,0,0,0,0
801,19803.87,0,0,0,3563.15,7376.59,4191.76,4168.69,319.44,141.66,42.58,0
802,17823.77,0,0,0,5267.73,8583.42,3570.3,402.32,0,0,0,0
803,5829.94,5829.94,0,0,0,0,0,0,0,0,0,0
804,16771.39,16771.39,0,0,0,0,0,0,0,0,0,0
805,23698.33,9434.9,0,0,4310.2,6813.07,3095.17,44.98,0,0,0,0
806,7407.11,0,1752.39,5465.63,189.09,0,0,0,0,0,0,0
807,18515.42,0,0,0,931.13,6327.78,5905.31,3744.35,1356.58,250.27,0,0
808,20528.36,0,0,0,5840.95,9045.53,5097.97,543.9,0,0,0,0
809,12121.03,0,0,0,6000.11,4366.47,1704.09,50.37,0,0,0,0
810,16348.66,0,0,0,4932.22,4973.9,3566.07,2876.48,0,0,0,0
811,7769.69,5991.53,0,0,0,1600.53,177.62,0,0,0,0,0
812,188.48,188.48,0,0,0,0,0,0,0,0,0,0
813,26202.31,26202.31,0,0,0,0,0,0,0,0,0,0
814,28699.15,5165.33,0,0,5291.13,8799.96,6469.21,2699.52,274.01,0,0,0
815,19992.44,0,0,0,5031.85,10671.08,4133.94,138.36,17.21,0,0,0
816,16855.14,0,0,1597.31,4209.98,6578.72,2921.34,1250.52,297.27,0,0,0
817,12721.43,0,1914.65,8649.3,1823.98,333.5,0,0,0,0,0,0
818,20751.4,0,0,857.06,10192.71,7774.32,1528.52,398.79,0,0,0,0
819,14348.09,0,0,0,0,3331.9,5529.54,3758.38,1534.78,193.49,0,0
820,36014.99,0,0,0,0,12459.82,16015.4,7350.58,189.19,0,0,0
821,22561.51,0,0,0,6467.59,10908.22,4717.69,468.01,0,0,0,0
822,19046.85,0,0,0,1228.12,5778.74,7357.25,3305.6,1324.58,52.57,0,0
823,9709.56,0,0,0,0,5340.42,2639.96,1562.32,166.87,0,0,0
824,18316.82,0,0,0,7636.48,5015.24,4342.09,1323.01,0,0,0,0
825,0.0,0,0,0,0,0,0,0,0,0,0,0
826,24437.92,0,0,4892.56,13820.62,5113.83,610.9,0,0,0,0,0
827,18753.92,0,2863.9,10560.93,3385.08,1577.22,366.78,0,0,0,0,0
828,10175.08,0,0,0,1066.4,4495.8,3504.65,631.98,476.25,0,0,0
829,15619.07,0,0,0,0,5030.29,7781.78,2551.98,255.02,0,0,0
830,15611.53,0,0,0,1705.08,8128.2,4467.86,1248.7,61.68,0,0,0
831,21229.45,0,0,0,6059.28,7777.62,4621.59,1522.3,1248.67,0,0,0
832,12647.24,3760.8,0,3496.61,835.47,1622.82,1297.51,1511.06,122.96,0,0,0
833,15865.24,0,0,6054.57,8097.32,1713.34,0,0,0,0,0,0
834,19711.5,0,5290.38,10299.62,2842.88,1231.95,46.67,0,0,0,0,0
835,24810.33,0,0,1111.01,9771.46,8629.25,5083.12,128.66,86.84,0,0,0
836,18009.58,0,0,5796.47,10064.72,1919.66,228.73,0,0,0,0,0
837,21080.7,0,0,5525.43,5347.79,5533.0,4317.15,357.34,0,0,0,0
838,15956.54,0,0,2182.49,8962.08,3527.28,1284.69,0,0,0,0,0
839,13688.32,0,0,0,3476.33,5886.31,2834.2,1273.62,143.49,74.37,0,0
840,13309.92,0,0,0,5875.0,7094.83,249.39,90.69,0,0,0,0
841,26151.09,303.74,0,5087.14,10717.65,7265.71,610.41,143.47,0,808.44,766.73,447.79
842,17447.33,142.56,0,0,0,4008.21,4776.92,3176.91,1671.35,1454.13,1043.92,1173.33
843,14302.28,0,0,0,3263.04,9591.63,1447.6,0,0,0,0,0
844,0.0,0,0,0,0,0,0,0,0,0,0,0
845,0.0,0,0,0,0,0,0,0,0,0,0,0
846,12058.86,0,4339.6,6630.49,1088.77,0,0,0,0,0,0,0
847,25085.68,3113.74,0,0,5564.71,11319.76,4414.56,615.57,57.34,0,0,0
848,16606.19,8768.34,0,0,0,207.68,185.32,79.29,0,453.0,1709.05,5203.52
849,17167.94,3025.21,0,0,0,1033.7,479.42,0,661.07,643.76,3374.39,7950.4
850,12192.51,5007.05,0,0,4303.85,2861.23,20.38,0,0,0,0,0
851,24313.55,10456.73,0,0,0,555.12,3670.38,6364.38,2732.35,534.59,0,0
852,25129.39,0,0,0,0,892.82,8014.66,8604.13,4895.33,2722.45,0,0
853,651.7,0,651.7,0,0,0,0,0,0,0,0,0
854,19550.2,15374.2,0,0,0,1214.5,518.9,415.85,0,0,0,2026.74
855,20141.93,18989.17,0,0,0,0,0,0,0,0,0,1152.76
856,1873.66,1873.66,0,0,0,0,0,0,0,0,0,0
857,0.0,0,0,0,0,0,0,0,0,0,0,0
858,26364.96,12675.07,0,0,0,3621.11,6258.89,3328.7,481.19,0,0,0
859,25770.0,25770.0,0,0,0,0,0,0,0,0,0,0
860,31472.1,31472.1,0,0,0,0,0,0,0,0,0,0
861,14594.3,0,0,0,0,6108.63,7712.75,772.92,0,0,0,0
862,27159.13,0,0,0,0,0,7856.75,13664.65,5081.77,555.96,0,0
863,18296.39,9694.3,0,0,0,0,3172.22,4593.0,836.87,0,0,0
864,5304.2,5304.2,0,0,0,0,0,0,0,0,0,0
865,16215.99,16215.99,0,0,0,0,0,0,0,0,0,0
866,20208.51,20208.51,0,0,0,0,0,0,0,0,0,0
867,2312.4,2312.4,0,0,0,0,0,0,0,0,0,0
868,12480.51,1686.47,0,0,0,0,5881.75,3459.5,232.13,962.58,258.09,0
869,23230.8,23230.8,0,0,0,0,0,0,0,0,0,0
870,12602.03,12602.03,0,0,0,0,0,0,0,0,0,0
871,0.0,0,0,0,0,0,0,0,0,0,0,0
872,18374.1,411.36,0,0,0,7880.38,8883.54,950.91,247.91,0,0,0
873,1888.99,1888.98,0,0,0,0,0,0,0,0,0,0
874,2160.35,2160.35,0,0,0,0,0,0,0,0,0,0
875,0.0,0,0,0,0,0,0,0,0,0,0,0
